Case ID,Start Timestamp,Complete Timestamp,Task,Resource
47,2024-09-27 22:36:14.063517,2024-09-27 22:36:18.744453,Fill personal information and click book button,David
47,2024-09-27 22:36:18.744453,2024-09-27 22:36:23.423243,Validate user input,BookingSystem
47,2024-09-27 22:36:23.423243,2024-09-27 22:36:27.920856,Check availability,InventorySystem
47,2024-09-27 22:36:27.920856,2024-09-27 22:36:32.818596,Create an order and return an order id to user,BookingSystem
47,2024-09-27 22:36:32.818596,2024-09-27 22:36:37.448628,Confirm and pay,David
47,2024-09-27 22:36:37.448628,2024-09-27 22:36:39.096977,Validate user payment information and process payment,PaymentGateway
47,2024-09-27 22:36:39.096977,2024-09-27 22:36:42.653323,Update inventory,InventorySystem
47,2024-09-27 22:36:42.653323,2024-09-27 22:36:47.359673,Send confirmation message to user,BookingSystem
47,2024-09-27 22:36:47.359673,2024-09-27 22:36:51.291502,Receive confirmation,David
48,2024-09-27 22:36:02.924828,2024-09-27 22:36:04.339327,Search for attraction,Bob
48,2024-09-27 22:36:04.339327,2024-09-27 22:36:05.397719,Response attraction information to user,VisitorInformationSystem
48,2024-09-27 22:36:05.397719,2024-09-27 22:36:09.271504,Click specific attraction book now button,Bob
48,2024-09-27 22:36:09.271504,2024-09-27 22:36:13.767409,Response tour information to user,BookingSystem
48,2024-09-27 22:36:13.767409,2024-09-27 22:36:15.206042,View specific tour details,Bob
48,2024-09-27 22:36:15.206042,2024-09-27 22:36:17.893900,Fill personal information and click book button,Bob
48,2024-09-27 22:36:17.893900,2024-09-27 22:36:22.893207,Validate user input,BookingSystem
48,2024-09-27 22:36:22.893207,2024-09-27 22:36:26.814620,Check availability,InventorySystem
48,2024-09-27 22:36:26.814620,2024-09-27 22:36:28.391251,Create an order and return an order id to user,BookingSystem
48,2024-09-27 22:36:28.391251,2024-09-27 22:36:31.715179,Confirm and pay,Bob
48,2024-09-27 22:36:31.715179,2024-09-27 22:36:33.071579,Validate user payment information and process payment,PaymentGateway
48,2024-09-27 22:36:33.071579,2024-09-27 22:36:37.358709,Update inventory,InventorySystem
48,2024-09-27 22:36:37.358709,2024-09-27 22:36:41.504789,Send confirmation message to user,BookingSystem
48,2024-09-27 22:36:41.504789,2024-09-27 22:36:45.748768,Receive confirmation,Bob
49,2024-09-27 22:36:02.924861,2024-09-27 22:36:07.908401,Browse attraction page,Charlie
49,2024-09-27 22:36:07.908401,2024-09-27 22:36:12.857057,Response attraction information to user,VisitorInformationSystem
49,2024-09-27 22:36:12.857057,2024-09-27 22:36:17.738711,Click specific attraction book now button,Charlie
49,2024-09-27 22:36:17.738711,2024-09-27 22:36:19.840577,Response tour information to user,BookingSystem
49,2024-09-27 22:36:19.840577,2024-09-27 22:36:23.391853,View specific tour details,Charlie
49,2024-09-27 22:36:23.391853,2024-09-27 22:36:24.749443,Fill personal information and click book button,Charlie
49,2024-09-27 22:36:24.749443,2024-09-27 22:36:26.509018,Validate user input,BookingSystem
49,2024-09-27 22:36:26.509018,2024-09-27 22:36:28.254999,Check availability,InventorySystem
49,2024-09-27 22:36:28.254999,2024-09-27 22:36:29.297796,Create an order and return an order id to user,BookingSystem
49,2024-09-27 22:36:29.297796,2024-09-27 22:36:30.995107,Confirm and pay,Charlie
49,2024-09-27 22:36:30.995107,2024-09-27 22:36:35.697066,Validate user payment information and process payment,PaymentGateway
49,2024-09-27 22:36:35.697066,2024-09-27 22:36:40.477487,Update inventory,InventorySystem
49,2024-09-27 22:36:40.477487,2024-09-27 22:36:45.177156,Send confirmation message to user,BookingSystem
49,2024-09-27 22:36:45.177156,2024-09-27 22:36:48.808356,Receive confirmation,Charlie
50,2024-09-27 22:36:02.924868,2024-09-27 22:36:05.247526,Browse attraction page,David
50,2024-09-27 22:36:05.247526,2024-09-27 22:36:05.247526,Process terminated: User exited early,David
51,2024-09-27 22:36:02.924869,2024-09-27 22:36:07.554989,Search for attraction,Bob
51,2024-09-27 22:36:07.554989,2024-09-27 22:36:07.554989,Process terminated: System failure,VisitorInformationSystem
52,2024-09-27 22:36:02.924874,2024-09-27 22:36:07.537772,Search for attraction,Bob
52,2024-09-27 22:36:07.537772,2024-09-27 22:36:09.241074,Response attraction information to user,VisitorInformationSystem
52,2024-09-27 22:36:09.241074,2024-09-27 22:36:12.730638,Click specific attraction book now button,Bob
52,2024-09-27 22:36:12.730638,2024-09-27 22:36:14.611707,Response tour information to user,BookingSystem
52,2024-09-27 22:36:14.611707,2024-09-27 22:36:19.208067,View specific tour details,Bob
52,2024-09-27 22:36:19.208067,2024-09-27 22:36:23.831155,Fill personal information and click book button,Bob
52,2024-09-27 22:36:23.831155,2024-09-27 22:36:26.674535,Validate user input,BookingSystem
52,2024-09-27 22:36:26.674535,2024-09-27 22:36:27.855414,Check availability,InventorySystem
52,2024-09-27 22:36:27.855414,2024-09-27 22:36:31.641527,Create an order and return an order id to user,BookingSystem
52,2024-09-27 22:36:31.641527,2024-09-27 22:36:33.334209,Confirm and pay,Bob
52,2024-09-27 22:36:33.334209,2024-09-27 22:36:35.044456,Validate user payment information and process payment,PaymentGateway
52,2024-09-27 22:36:35.044456,2024-09-27 22:36:38.822230,Update inventory,InventorySystem
52,2024-09-27 22:36:38.822230,2024-09-27 22:36:41.110155,Send confirmation message to user,BookingSystem
52,2024-09-27 22:36:41.110155,2024-09-27 22:36:45.933661,Receive confirmation,Bob
53,2024-09-27 22:36:02.924881,2024-09-27 22:36:04.510225,Browse attraction page,Bob
53,2024-09-27 22:36:04.510225,2024-09-27 22:36:05.836623,Response attraction information to user,VisitorInformationSystem
53,2024-09-27 22:36:05.836623,2024-09-27 22:36:10.242046,Click specific attraction book now button,Bob
53,2024-09-27 22:36:10.242046,2024-09-27 22:36:14.165357,Response tour information to user,BookingSystem
53,2024-09-27 22:36:14.165357,2024-09-27 22:36:17.529495,View specific tour details,Bob
53,2024-09-27 22:36:17.529495,2024-09-27 22:36:21.174163,Fill personal information and click book button,Bob
53,2024-09-27 22:36:21.174163,2024-09-27 22:36:25.269379,Validate user input,BookingSystem
53,2024-09-27 22:36:25.269379,2024-09-27 22:36:26.467075,Check availability,InventorySystem
53,2024-09-27 22:36:26.467075,2024-09-27 22:36:28.705214,Create an order and return an order id to user,BookingSystem
53,2024-09-27 22:36:28.705214,2024-09-27 22:36:31.848377,Confirm and pay,Bob
53,2024-09-27 22:36:31.848377,2024-09-27 22:36:33.372629,Validate user payment information and process payment,PaymentGateway
53,2024-09-27 22:36:33.372629,2024-09-27 22:36:35.710755,Update inventory,InventorySystem
53,2024-09-27 22:36:35.710755,2024-09-27 22:36:37.536435,Send confirmation message to user,BookingSystem
53,2024-09-27 22:36:37.536435,2024-09-27 22:36:40.028929,Receive confirmation,Bob
54,2024-09-27 22:36:02.924890,2024-09-27 22:36:07.391705,Browse attraction page,Alice
54,2024-09-27 22:36:07.391705,2024-09-27 22:36:10.557762,Response attraction information to user,VisitorInformationSystem
54,2024-09-27 22:36:10.557762,2024-09-27 22:36:13.747746,Click specific attraction book now button,Alice
54,2024-09-27 22:36:13.747746,2024-09-27 22:36:14.921063,Response tour information to user,BookingSystem
54,2024-09-27 22:36:14.921063,2024-09-27 22:36:16.979498,View specific tour details,Alice
54,2024-09-27 22:36:16.979498,2024-09-27 22:36:19.679151,Fill personal information and click book button,Alice
54,2024-09-27 22:36:19.679151,2024-09-27 22:36:20.768247,Validate user input,BookingSystem
54,2024-09-27 22:36:20.768247,2024-09-27 22:36:22.174166,Check availability,InventorySystem
54,2024-09-27 22:36:22.174166,2024-09-27 22:36:23.980029,Create an order and return an order id to user,BookingSystem
54,2024-09-27 22:36:23.980029,2024-09-27 22:36:28.908166,Confirm and pay,Alice
54,2024-09-27 22:36:28.908166,2024-09-27 22:36:32.516960,Validate user payment information and process payment,PaymentGateway
54,2024-09-27 22:36:32.516960,2024-09-27 22:36:35.115180,Update inventory,InventorySystem
54,2024-09-27 22:36:35.115180,2024-09-27 22:36:38.450651,Send confirmation message to user,BookingSystem
54,2024-09-27 22:36:38.450651,2024-09-27 22:36:40.929911,Receive confirmation,Alice
55,2024-09-27 22:36:02.924900,2024-09-27 22:36:07.909622,Browse attraction page,Bob
55,2024-09-27 22:36:07.909622,2024-09-27 22:36:12.157454,Response attraction information to user,VisitorInformationSystem
55,2024-09-27 22:36:12.157454,2024-09-27 22:36:15.705154,Click specific attraction book now button,Bob
55,2024-09-27 22:36:15.705154,2024-09-27 22:36:18.564174,Response tour information to user,BookingSystem
55,2024-09-27 22:36:18.564174,2024-09-27 22:36:21.065558,View specific tour details,Bob
55,2024-09-27 22:36:21.065558,2024-09-27 22:36:24.799866,Fill personal information and click book button,Bob
55,2024-09-27 22:36:24.799866,2024-09-27 22:36:29.332830,Validate user input,BookingSystem
55,2024-09-27 22:36:29.332830,2024-09-27 22:36:31.217532,Check availability,InventorySystem
55,2024-09-27 22:36:31.217532,2024-09-27 22:36:32.537986,Create an order and return an order id to user,BookingSystem
55,2024-09-27 22:36:32.537986,2024-09-27 22:36:33.850543,Confirm and pay,Bob
55,2024-09-27 22:36:33.850543,2024-09-27 22:36:36.737114,Validate user payment information and process payment,PaymentGateway
55,2024-09-27 22:36:36.737114,2024-09-27 22:36:41.659605,Update inventory,InventorySystem
55,2024-09-27 22:36:41.659605,2024-09-27 22:36:46.370719,Send confirmation message to user,BookingSystem
55,2024-09-27 22:36:46.370719,2024-09-27 22:36:50.902963,Receive confirmation,Bob
56,2024-09-27 22:36:02.924908,2024-09-27 22:36:04.496488,Browse attraction page,Eve
56,2024-09-27 22:36:04.496488,2024-09-27 22:36:09.391230,Response attraction information to user,VisitorInformationSystem
56,2024-09-27 22:36:09.391230,2024-09-27 22:36:11.707860,Click specific attraction book now button,Eve
56,2024-09-27 22:36:11.707860,2024-09-27 22:36:16.260807,Response tour information to user,BookingSystem
56,2024-09-27 22:36:16.260807,2024-09-27 22:36:19.071389,View specific tour details,Eve
56,2024-09-27 22:36:19.071389,2024-09-27 22:36:20.129373,Fill personal information and click book button,Eve
56,2024-09-27 22:36:20.129373,2024-09-27 22:36:24.558440,Validate user input,BookingSystem
56,2024-09-27 22:36:24.558440,2024-09-27 22:36:28.342473,Check availability,InventorySystem
56,2024-09-27 22:36:28.342473,2024-09-27 22:36:30.344385,Create an order and return an order id to user,BookingSystem
56,2024-09-27 22:36:30.344385,2024-09-27 22:36:31.919172,Confirm and pay,Eve
56,2024-09-27 22:36:31.919172,2024-09-27 22:36:35.964703,Validate user payment information and process payment,PaymentGateway
56,2024-09-27 22:36:35.964703,2024-09-27 22:36:39.639060,Update inventory,InventorySystem
56,2024-09-27 22:36:39.639060,2024-09-27 22:36:44.570816,Send confirmation message to user,BookingSystem
56,2024-09-27 22:36:44.570816,2024-09-27 22:36:48.044620,Receive confirmation,Eve
57,2024-09-27 22:36:02.924919,2024-09-27 22:36:04.795431,Search for attraction,Charlie
57,2024-09-27 22:36:04.795431,2024-09-27 22:36:06.676741,Response attraction information to user,VisitorInformationSystem
57,2024-09-27 22:36:06.676741,2024-09-27 22:36:08.324909,Click specific attraction book now button,Charlie
57,2024-09-27 22:36:08.324909,2024-09-27 22:36:10.617413,Response tour information to user,BookingSystem
57,2024-09-27 22:36:10.617413,2024-09-27 22:36:12.025709,View specific tour details,Charlie
57,2024-09-27 22:36:12.025709,2024-09-27 22:36:13.418741,Fill personal information and click book button,Charlie
57,2024-09-27 22:36:13.418741,2024-09-27 22:36:17.749168,Validate user input,BookingSystem
57,2024-09-27 22:36:17.749168,2024-09-27 22:36:21.103338,Check availability,InventorySystem
57,2024-09-27 22:36:21.103338,2024-09-27 22:36:25.044747,Create an order and return an order id to user,BookingSystem
57,2024-09-27 22:36:25.044747,2024-09-27 22:36:27.204345,Confirm and pay,Charlie
57,2024-09-27 22:36:27.204345,2024-09-27 22:36:31.369103,Validate user payment information and process payment,PaymentGateway
57,2024-09-27 22:36:31.369103,2024-09-27 22:36:34.682877,Update inventory,InventorySystem
57,2024-09-27 22:36:34.682877,2024-09-27 22:36:39.141220,Send confirmation message to user,BookingSystem
57,2024-09-27 22:36:39.141220,2024-09-27 22:36:43.907455,Receive confirmation,Charlie
58,2024-09-27 22:36:02.924927,2024-09-27 22:36:07.913130,Search for attraction,David
58,2024-09-27 22:36:07.913130,2024-09-27 22:36:07.913130,Process terminated: User exited early,David
59,2024-09-27 22:36:02.924932,2024-09-27 22:36:05.403538,Browse attraction page,Charlie
59,2024-09-27 22:36:05.403538,2024-09-27 22:36:08.615004,Response attraction information to user,VisitorInformationSystem
59,2024-09-27 22:36:08.615004,2024-09-27 22:36:13.237274,Click specific attraction book now button,Charlie
59,2024-09-27 22:36:13.237274,2024-09-27 22:36:18.221755,Response tour information to user,BookingSystem
59,2024-09-27 22:36:18.221755,2024-09-27 22:36:20.827496,View specific tour details,Charlie
59,2024-09-27 22:36:20.827496,2024-09-27 22:36:25.565127,Fill personal information and click book button,Charlie
59,2024-09-27 22:36:25.565127,2024-09-27 22:36:27.622551,Validate user input,BookingSystem
59,2024-09-27 22:36:27.622551,2024-09-27 22:36:29.182674,Check availability,InventorySystem
59,2024-09-27 22:36:29.182674,2024-09-27 22:36:33.504083,Create an order and return an order id to user,BookingSystem
59,2024-09-27 22:36:33.504083,2024-09-27 22:36:34.935802,Confirm and pay,Charlie
59,2024-09-27 22:36:34.935802,2024-09-27 22:36:36.433069,Validate user payment information and process payment,PaymentGateway
59,2024-09-27 22:36:36.433069,2024-09-27 22:36:40.691050,Update inventory,InventorySystem
59,2024-09-27 22:36:40.691050,2024-09-27 22:36:44.890857,Send confirmation message to user,BookingSystem
59,2024-09-27 22:36:44.890857,2024-09-27 22:36:45.902270,Receive confirmation,Charlie
60,2024-09-27 22:36:02.924939,2024-09-27 22:36:06.894170,Browse attraction page,Charlie
60,2024-09-27 22:36:06.894170,2024-09-27 22:36:09.814024,Response attraction information to user,VisitorInformationSystem
60,2024-09-27 22:36:09.814024,2024-09-27 22:36:12.356850,Click specific attraction book now button,Charlie
60,2024-09-27 22:36:12.356850,2024-09-27 22:36:13.371485,Response tour information to user,BookingSystem
60,2024-09-27 22:36:13.371485,2024-09-27 22:36:16.592923,View specific tour details,Charlie
60,2024-09-27 22:36:16.592923,2024-09-27 22:36:21.418804,Fill personal information and click book button,Charlie
60,2024-09-27 22:36:21.418804,2024-09-27 22:36:22.841052,Validate user input,BookingSystem
60,2024-09-27 22:36:22.841052,2024-09-27 22:36:27.782903,Check availability,InventorySystem
60,2024-09-27 22:36:27.782903,2024-09-27 22:36:29.889075,Create an order and return an order id to user,BookingSystem
60,2024-09-27 22:36:29.889075,2024-09-27 22:36:33.788501,Confirm and pay,Charlie
60,2024-09-27 22:36:33.788501,2024-09-27 22:36:34.833472,Validate user payment information and process payment,PaymentGateway
60,2024-09-27 22:36:34.833472,2024-09-27 22:36:36.229489,Update inventory,InventorySystem
60,2024-09-27 22:36:36.229489,2024-09-27 22:36:37.392757,Send confirmation message to user,BookingSystem
60,2024-09-27 22:36:37.392757,2024-09-27 22:36:41.807667,Receive confirmation,Charlie
61,2024-09-27 22:36:02.924953,2024-09-27 22:36:04.764451,Search for attraction,Bob
61,2024-09-27 22:36:04.764451,2024-09-27 22:36:07.707757,Response attraction information to user,VisitorInformationSystem
61,2024-09-27 22:36:07.707757,2024-09-27 22:36:12.148300,Click specific attraction book now button,Bob
61,2024-09-27 22:36:12.148300,2024-09-27 22:36:13.668964,Response tour information to user,BookingSystem
61,2024-09-27 22:36:13.668964,2024-09-27 22:36:15.082669,View specific tour details,Bob
61,2024-09-27 22:36:15.082669,2024-09-27 22:36:19.228780,Fill personal information and click book button,Bob
61,2024-09-27 22:36:19.228780,2024-09-27 22:36:23.294603,Validate user input,BookingSystem
61,2024-09-27 22:36:23.294603,2024-09-27 22:36:24.316913,Check availability,InventorySystem
61,2024-09-27 22:36:24.316913,2024-09-27 22:36:25.336296,Create an order and return an order id to user,BookingSystem
61,2024-09-27 22:36:25.336296,2024-09-27 22:36:26.786954,Confirm and pay,Bob
61,2024-09-27 22:36:26.786954,2024-09-27 22:36:31.088240,Validate user payment information and process payment,PaymentGateway
61,2024-09-27 22:36:31.088240,2024-09-27 22:36:34.495113,Update inventory,InventorySystem
61,2024-09-27 22:36:34.495113,2024-09-27 22:36:37.398800,Send confirmation message to user,BookingSystem
61,2024-09-27 22:36:37.398800,2024-09-27 22:36:38.707592,Receive confirmation,Bob
62,2024-09-27 22:36:02.924961,2024-09-27 22:36:07.630554,Browse attraction page,Eve
62,2024-09-27 22:36:07.630554,2024-09-27 22:36:10.131318,Response attraction information to user,VisitorInformationSystem
62,2024-09-27 22:36:10.131318,2024-09-27 22:36:12.626438,Click specific attraction book now button,Eve
62,2024-09-27 22:36:12.626438,2024-09-27 22:36:13.780728,Response tour information to user,BookingSystem
62,2024-09-27 22:36:13.780728,2024-09-27 22:36:16.621392,View specific tour details,Eve
62,2024-09-27 22:36:16.621392,2024-09-27 22:36:21.015838,Fill personal information and click book button,Eve
62,2024-09-27 22:36:21.015838,2024-09-27 22:36:22.594655,Validate user input,BookingSystem
62,2024-09-27 22:36:22.594655,2024-09-27 22:36:26.232178,Check availability,InventorySystem
62,2024-09-27 22:36:26.232178,2024-09-27 22:36:28.498528,Create an order and return an order id to user,BookingSystem
62,2024-09-27 22:36:28.498528,2024-09-27 22:36:31.130084,Confirm and pay,Eve
62,2024-09-27 22:36:31.130084,2024-09-27 22:36:31.130084,Process terminated: Payment failure,PaymentGateway
63,2024-09-27 22:36:02.924969,2024-09-27 22:36:07.917655,Browse attraction page,Eve
63,2024-09-27 22:36:07.917655,2024-09-27 22:36:10.843122,Response attraction information to user,VisitorInformationSystem
63,2024-09-27 22:36:10.843122,2024-09-27 22:36:12.212924,Click specific attraction book now button,Eve
63,2024-09-27 22:36:12.212924,2024-09-27 22:36:14.503611,Response tour information to user,BookingSystem
63,2024-09-27 22:36:14.503611,2024-09-27 22:36:16.856576,View specific tour details,Eve
63,2024-09-27 22:36:16.856576,2024-09-27 22:36:18.862480,Fill personal information and click book button,Eve
63,2024-09-27 22:36:18.862480,2024-09-27 22:36:21.200605,Validate user input,BookingSystem
63,2024-09-27 22:36:21.200605,2024-09-27 22:36:24.538919,Check availability,InventorySystem
63,2024-09-27 22:36:24.538919,2024-09-27 22:36:27.399841,Create an order and return an order id to user,BookingSystem
63,2024-09-27 22:36:27.399841,2024-09-27 22:36:30.232870,Confirm and pay,Eve
63,2024-09-27 22:36:30.232870,2024-09-27 22:36:34.169326,Validate user payment information and process payment,PaymentGateway
63,2024-09-27 22:36:34.169326,2024-09-27 22:36:37.749444,Update inventory,InventorySystem
63,2024-09-27 22:36:37.749444,2024-09-27 22:36:41.391389,Send confirmation message to user,BookingSystem
63,2024-09-27 22:36:41.391389,2024-09-27 22:36:43.248370,Receive confirmation,Eve
64,2024-09-27 22:36:02.924977,2024-09-27 22:36:05.855068,Browse attraction page,Bob
64,2024-09-27 22:36:05.855068,2024-09-27 22:36:08.054589,Response attraction information to user,VisitorInformationSystem
64,2024-09-27 22:36:08.054589,2024-09-27 22:36:12.347815,Click specific attraction book now button,Bob
64,2024-09-27 22:36:12.347815,2024-09-27 22:36:15.612589,Response tour information to user,BookingSystem
64,2024-09-27 22:36:15.612589,2024-09-27 22:36:20.294893,View specific tour details,Bob
64,2024-09-27 22:36:20.294893,2024-09-27 22:36:22.397912,Fill personal information and click book button,Bob
64,2024-09-27 22:36:22.397912,2024-09-27 22:36:26.194072,Validate user input,BookingSystem
64,2024-09-27 22:36:26.194072,2024-09-27 22:36:27.540471,Check availability,InventorySystem
64,2024-09-27 22:36:27.540471,2024-09-27 22:36:31.954077,Create an order and return an order id to user,BookingSystem
64,2024-09-27 22:36:31.954077,2024-09-27 22:36:35.119618,Confirm and pay,Bob
64,2024-09-27 22:36:35.119618,2024-09-27 22:36:37.122280,Validate user payment information and process payment,PaymentGateway
64,2024-09-27 22:36:37.122280,2024-09-27 22:36:39.979058,Update inventory,InventorySystem
64,2024-09-27 22:36:39.979058,2024-09-27 22:36:42.512529,Send confirmation message to user,BookingSystem
64,2024-09-27 22:36:42.512529,2024-09-27 22:36:46.832507,Receive confirmation,Bob
65,2024-09-27 22:36:02.924984,2024-09-27 22:36:07.664329,Search for attraction,Bob
65,2024-09-27 22:36:07.664329,2024-09-27 22:36:11.245611,Response attraction information to user,VisitorInformationSystem
65,2024-09-27 22:36:11.245611,2024-09-27 22:36:15.066593,Click specific attraction book now button,Bob
65,2024-09-27 22:36:15.066593,2024-09-27 22:36:18.403520,Response tour information to user,BookingSystem
65,2024-09-27 22:36:18.403520,2024-09-27 22:36:21.415735,View specific tour details,Bob
65,2024-09-27 22:36:21.415735,2024-09-27 22:36:23.419011,Fill personal information and click book button,Bob
65,2024-09-27 22:36:23.419011,2024-09-27 22:36:25.883325,Validate user input,BookingSystem
65,2024-09-27 22:36:25.883325,2024-09-27 22:36:28.815784,Check availability,InventorySystem
65,2024-09-27 22:36:28.815784,2024-09-27 22:36:32.432262,Create an order and return an order id to user,BookingSystem
65,2024-09-27 22:36:32.432262,2024-09-27 22:36:36.074869,Confirm and pay,Bob
65,2024-09-27 22:36:36.074869,2024-09-27 22:36:39.955555,Validate user payment information and process payment,PaymentGateway
65,2024-09-27 22:36:39.955555,2024-09-27 22:36:42.003360,Update inventory,InventorySystem
65,2024-09-27 22:36:42.003360,2024-09-27 22:36:44.500150,Send confirmation message to user,BookingSystem
65,2024-09-27 22:36:44.500150,2024-09-27 22:36:46.644974,Receive confirmation,Bob
66,2024-09-27 22:36:02.924991,2024-09-27 22:36:07.346184,Browse attraction page,David
66,2024-09-27 22:36:07.346184,2024-09-27 22:36:09.503939,Response attraction information to user,VisitorInformationSystem
66,2024-09-27 22:36:09.503939,2024-09-27 22:36:13.552002,Click specific attraction book now button,David
66,2024-09-27 22:36:13.552002,2024-09-27 22:36:15.921002,Response tour information to user,BookingSystem
66,2024-09-27 22:36:15.921002,2024-09-27 22:36:19.190002,View specific tour details,David
66,2024-09-27 22:36:19.190002,2024-09-27 22:36:20.235097,Fill personal information and click book button,David
66,2024-09-27 22:36:20.235097,2024-09-27 22:36:22.000120,Validate user input,BookingSystem
66,2024-09-27 22:36:22.000120,2024-09-27 22:36:23.128687,Check availability,InventorySystem
66,2024-09-27 22:36:23.128687,2024-09-27 22:36:24.273413,Create an order and return an order id to user,BookingSystem
66,2024-09-27 22:36:24.273413,2024-09-27 22:36:25.788738,Confirm and pay,David
66,2024-09-27 22:36:25.788738,2024-09-27 22:36:30.080800,Validate user payment information and process payment,PaymentGateway
66,2024-09-27 22:36:30.080800,2024-09-27 22:36:32.078556,Update inventory,InventorySystem
66,2024-09-27 22:36:32.078556,2024-09-27 22:36:36.537679,Send confirmation message to user,BookingSystem
66,2024-09-27 22:36:36.537679,2024-09-27 22:36:39.564157,Receive confirmation,David
67,2024-09-27 22:36:02.925001,2024-09-27 22:36:06.414833,Search for attraction,Charlie
67,2024-09-27 22:36:06.414833,2024-09-27 22:36:06.414833,Process terminated: User exited early,Charlie
68,2024-09-27 22:36:02.925002,2024-09-27 22:36:04.797523,Browse attraction page,Charlie
68,2024-09-27 22:36:04.797523,2024-09-27 22:36:09.057354,Response attraction information to user,VisitorInformationSystem
68,2024-09-27 22:36:09.057354,2024-09-27 22:36:11.435553,Click specific attraction book now button,Charlie
68,2024-09-27 22:36:11.435553,2024-09-27 22:36:14.454747,Response tour information to user,BookingSystem
68,2024-09-27 22:36:14.454747,2024-09-27 22:36:18.658347,View specific tour details,Charlie
68,2024-09-27 22:36:18.658347,2024-09-27 22:36:22.594180,Fill personal information and click book button,Charlie
68,2024-09-27 22:36:22.594180,2024-09-27 22:36:27.053949,Validate user input,BookingSystem
68,2024-09-27 22:36:27.053949,2024-09-27 22:36:28.181370,Check availability,InventorySystem
68,2024-09-27 22:36:28.181370,2024-09-27 22:36:31.348203,Create an order and return an order id to user,BookingSystem
68,2024-09-27 22:36:31.348203,2024-09-27 22:36:33.918294,Confirm and pay,Charlie
68,2024-09-27 22:36:33.918294,2024-09-27 22:36:36.678530,Validate user payment information and process payment,PaymentGateway
68,2024-09-27 22:36:36.678530,2024-09-27 22:36:37.902788,Update inventory,InventorySystem
68,2024-09-27 22:36:37.902788,2024-09-27 22:36:39.676150,Send confirmation message to user,BookingSystem
68,2024-09-27 22:36:39.676150,2024-09-27 22:36:41.152727,Receive confirmation,Charlie
69,2024-09-27 22:36:02.925009,2024-09-27 22:36:05.378574,Browse attraction page,Eve
69,2024-09-27 22:36:05.378574,2024-09-27 22:36:05.378574,Process terminated: User exited early,Eve
70,2024-09-27 22:36:02.925010,2024-09-27 22:36:06.519949,Browse attraction page,David
70,2024-09-27 22:36:06.519949,2024-09-27 22:36:10.277343,Response attraction information to user,VisitorInformationSystem
70,2024-09-27 22:36:10.277343,2024-09-27 22:36:11.299260,Click specific attraction book now button,David
70,2024-09-27 22:36:11.299260,2024-09-27 22:36:13.632370,Response tour information to user,BookingSystem
70,2024-09-27 22:36:13.632370,2024-09-27 22:36:15.641656,View specific tour details,David
70,2024-09-27 22:36:15.641656,2024-09-27 22:36:17.934547,Fill personal information and click book button,David
70,2024-09-27 22:36:17.934547,2024-09-27 22:36:22.203829,Validate user input,BookingSystem
70,2024-09-27 22:36:22.203829,2024-09-27 22:36:24.802880,Check availability,InventorySystem
70,2024-09-27 22:36:24.802880,2024-09-27 22:36:27.914471,Create an order and return an order id to user,BookingSystem
70,2024-09-27 22:36:27.914471,2024-09-27 22:36:30.494789,Confirm and pay,David
70,2024-09-27 22:36:30.494789,2024-09-27 22:36:32.340204,Validate user payment information and process payment,PaymentGateway
70,2024-09-27 22:36:32.340204,2024-09-27 22:36:36.541563,Update inventory,InventorySystem
70,2024-09-27 22:36:36.541563,2024-09-27 22:36:39.431634,Send confirmation message to user,BookingSystem
70,2024-09-27 22:36:39.431634,2024-09-27 22:36:43.060951,Receive confirmation,David
71,2024-09-27 22:36:02.925018,2024-09-27 22:36:06.966723,Search for attraction,Eve
71,2024-09-27 22:36:06.966723,2024-09-27 22:36:08.305537,Response attraction information to user,VisitorInformationSystem
71,2024-09-27 22:36:08.305537,2024-09-27 22:36:12.284898,Click specific attraction book now button,Eve
71,2024-09-27 22:36:12.284898,2024-09-27 22:36:17.064127,Response tour information to user,BookingSystem
71,2024-09-27 22:36:17.064127,2024-09-27 22:36:20.144069,View specific tour details,Eve
71,2024-09-27 22:36:20.144069,2024-09-27 22:36:22.984905,Fill personal information and click book button,Eve
71,2024-09-27 22:36:22.984905,2024-09-27 22:36:26.637692,Validate user input,BookingSystem
71,2024-09-27 22:36:26.637692,2024-09-27 22:36:30.766479,Check availability,InventorySystem
71,2024-09-27 22:36:30.766479,2024-09-27 22:36:33.956604,Create an order and return an order id to user,BookingSystem
71,2024-09-27 22:36:33.956604,2024-09-27 22:36:38.392071,Confirm and pay,Eve
71,2024-09-27 22:36:38.392071,2024-09-27 22:36:42.867713,Validate user payment information and process payment,PaymentGateway
71,2024-09-27 22:36:42.867713,2024-09-27 22:36:44.542670,Update inventory,InventorySystem
71,2024-09-27 22:36:44.542670,2024-09-27 22:36:46.602450,Send confirmation message to user,BookingSystem
71,2024-09-27 22:36:46.602450,2024-09-27 22:36:49.069636,Receive confirmation,Eve
72,2024-09-27 22:36:02.925025,2024-09-27 22:36:04.784051,Browse attraction page,David
72,2024-09-27 22:36:04.784051,2024-09-27 22:36:09.207254,Response attraction information to user,VisitorInformationSystem
72,2024-09-27 22:36:09.207254,2024-09-27 22:36:11.734413,Click specific attraction book now button,David
72,2024-09-27 22:36:11.734413,2024-09-27 22:36:14.841365,Response tour information to user,BookingSystem
72,2024-09-27 22:36:14.841365,2024-09-27 22:36:18.051042,View specific tour details,David
